id,municipio,apodo,id_municipio_sepomex,id_estado
1663,San Martín Texmelucan,San Martín Texmelucan,132,21
1664,Tlahuapan,Tlahuapan,180,21
1665,San Matías Tlalancaleca,San Matías Tlalancaleca,134,21
1666,San Salvador el Verde,San Salvador el Verde,143,21
1667,San Felipe Teotlalcingo,San Felipe Teotlalcingo,122,21
1668,Chiautzingo,Chiautzingo,48,21
1669,Huejotzingo,Huejotzingo,74,21
1670,Domingo Arenas,Domingo Arenas,60,21
1671,Calpan,Calpan,26,21
1672,San Nicolás de los Ranchos,San Nicolás de los Ranchos,138,21
1673,Atlixco,Atlixco,19,21
1674,Nealtican,Nealtican,102,21
1675,San Jerónimo Tecuanipan,San Jerónimo Tecuanipan,126,21
1676,San Gregorio Atzompa,San Gregorio Atzompa,125,21
1677,Tochimilco,Tochimilco,188,21
1678,Tianguismanalco,Tianguismanalco,175,21
1679,Santa Isabel Cholula,Santa Isabel Cholula,148,21
1680,Huaquechula,Huaquechula,69,21
1681,San Diego la Mesa Tochimiltzingo,San Diego la Mesa Tochimiltzingo,121,21
1682,Tepeojuma,Tepeojuma,166,21
1683,Izúcar de Matamoros,Izúcar de Matamoros,85,21
1684,Atzitzihuacán,Atzitzihuacán,22,21
1685,Acteopan,Acteopan,5,21
1686,Cohuecan,Cohuecan,33,21
1687,Tepemaxalco,Tepemaxalco,165,21
1688,Tlapanalá,Tlapanalá,185,21
1689,Tepexco,Tepexco,168,21
1690,Tilapa,Tilapa,176,21
1691,Chietla,Chietla,51,21
1692,Atzala,Atzala,21,21
1693,Teopantlán,Teopantlán,159,21
1694,San Martín Totoltepec,San Martín Totoltepec,133,21
1695,Xochiltepec,Xochiltepec,201,21
1696,Epatlán,Epatlán,62,21
1697,Ahuatlán,Ahuatlán,7,21
1698,Coatzingo,Coatzingo,31,21
1699,Santa Catarina Tlaltempan,Santa Catarina Tlaltempan,146,21
1700,Chigmecatitlán,Chigmecatitlán,52,21
1701,Zacapala,Zacapala,206,21
1702,Tepexi de Rodríguez,Tepexi de Rodríguez,169,21
1703,Teotlalco,Teotlalco,160,21
1704,Jolalpan,Jolalpan,87,21
1705,Huehuetlán el Chico,Huehuetlán el Chico,73,21
1706,Chiautla,Chiautla,47,21
1707,Cohetzala,Cohetzala,32,21
1708,Xicotlán,Xicotlán,198,21
1709,Chila de la Sal,Chila de la Sal,56,21
1710,Ixcamilpa de Guerrero,Ixcamilpa de Guerrero,81,21
1711,Albino Zertuche,Albino Zertuche,11,21
1712,Tulcingo,Tulcingo,191,21
1713,Tehuitzingo,Tehuitzingo,157,21
1714,Cuayuca de Andrade,Cuayuca de Andrade,42,21
1715,Santa Inés Ahuatempan,Santa Inés Ahuatempan,147,21
1716,Axutla,Axutla,24,21
1717,Chinantla,Chinantla,59,21
1718,Ahuehuetitla,Ahuehuetitla,9,21
1719,San Pablo Anicano,San Pablo Anicano,139,21
1720,Tecomatlán,Tecomatlán,155,21
1721,Piaxtla,Piaxtla,113,21
1722,Guadalupe,Guadalupe,66,21
1723,Ixcaquixtla,Ixcaquixtla,82,21
1724,Coyotepec,Coyotepec,37,21
1725,Xayacatlán de Bravo,Xayacatlán de Bravo,196,21
1726,Totoltepec de Guerrero,Totoltepec de Guerrero,190,21
1727,Acatlán,Acatlán,3,21
1728,San Jerónimo Xayacatlán,San Jerónimo Xayacatlán,127,21
1729,San Pedro Yeloixtlahuaca,San Pedro Yeloixtlahuaca,141,21
1730,Petlalcingo,Petlalcingo,112,21
1731,San Miguel Ixitlán,San Miguel Ixitlán,135,21
1732,Chila,Chila,55,21
1733,Rafael Lara Grajales,Rafael Lara Grajales,117,21
1734,San José Chiapa,San José Chiapa,128,21
1735,Oriental,Oriental,108,21
1736,San Nicolás Buenos Aires,San Nicolás Buenos Aires,137,21
1737,Guadalupe Victoria,Guadalupe Victoria,67,21
1738,Tlachichuca,Tlachichuca,179,21
1739,Lafragua,Lafragua,93,21
1740,Chilchotla,Chilchotla,58,21
1741,Quimixtlán,Quimixtlán,116,21
1742,Chichiquila,Chichiquila,50,21
1743,Tepatlaxco de Hidalgo,Tepatlaxco de Hidalgo,163,21
1744,Acajete,Acajete,1,21
1745,Nopalucan,Nopalucan,104,21
1746,Mazapiltepec de Juárez,Mazapiltepec de Juárez,96,21
1747,Soltepec,Soltepec,152,21
1748,Acatzingo,Acatzingo,4,21
1749,San Salvador el Seco,San Salvador el Seco,142,21
1750,General Felipe Ángeles,General Felipe Ángeles,65,21
1751,Aljojuca,Aljojuca,12,21
1752,San Juan Atenco,San Juan Atenco,130,21
1753,Tepeaca,Tepeaca,164,21
1754,Cuautinchán,Cuautinchán,40,21
1755,Tecali de Herrera,Tecali de Herrera,153,21
1756,Mixtla,Mixtla,97,21
1757,Santo Tomás Hueyotlipan,Santo Tomás Hueyotlipan,151,21
1758,Tzicatlacoyan,Tzicatlacoyan,193,21
1759,Huehuetlán el Grande,Huehuetlán el Grande,150,21
1760,La Magdalena Tlatlauquitepec,La Magdalena Tlatlauquitepec,95,21
1761,San Juan Atzompa,San Juan Atzompa,131,21
1762,Huatlatlauca,Huatlatlauca,70,21
1763,Los Reyes de Juárez,Los Reyes de Juárez,118,21
1764,Cuapiaxtla de Madero,Cuapiaxtla de Madero,38,21
1765,San Salvador Huixcolotla,San Salvador Huixcolotla,144,21
1766,Quecholac,Quecholac,115,21
1767,Tecamachalco,Tecamachalco,154,21
1768,Palmar de Bravo,Palmar de Bravo,110,21
1769,Chalchicomula de Sesma,Chalchicomula de Sesma,45,21
1770,Atzitzintla,Atzitzintla,23,21
1771,Esperanza,Esperanza,63,21
1772,Cañada Morelos,Cañada Morelos,99,21
1773,Tlanepantla,Tlanepantla,182,21
1774,Tochtepec,Tochtepec,189,21
1775,Atoyatempan,Atoyatempan,20,21
1776,Tepeyahualco de Cuauhtémoc,Tepeyahualco de Cuauhtémoc,171,21
1777,Huitziltepec,Huitziltepec,79,21
1778,Molcaxac,Molcaxac,98,21
1779,Xochitlán Todos Santos,Xochitlán Todos Santos,203,21
1780,Yehualtepec,Yehualtepec,205,21
1781,Tlacotepec de Benito Juárez,Tlacotepec de Benito Juárez,177,21
1782,Juan N. Méndez,Juan N. Méndez,92,21
1783,Tehuacán,Tehuacán,156,21
1784,Tepanco de López,Tepanco de López,161,21
1785,Chapulco,Chapulco,46,21
1786,Santiago Miahuatlán,Santiago Miahuatlán,149,21
1787,Nicolás Bravo,Nicolás Bravo,103,21
1788,Atexcal,Atexcal,18,21
1789,San Antonio Cañada,San Antonio Cañada,120,21
1790,Zapotitlán,Zapotitlán,209,21
1791,San Gabriel Chilac,San Gabriel Chilac,124,21
1792,Caltepec,Caltepec,27,21
1793,Vicente Guerrero,Vicente Guerrero,195,21
1794,Ajalpan,Ajalpan,10,21
1795,Eloxochitlán,Eloxochitlán,61,21
1796,Zoquitlán,Zoquitlán,217,21
1797,San Sebastián Tlacotepec,San Sebastián Tlacotepec,145,21
1798,Altepexi,Altepexi,13,21
1799,Zinacatepec,Zinacatepec,214,21
1800,San José Miahuatlán,San José Miahuatlán,129,21
1801,Coxcatlán,Coxcatlán,35,21
1802,Coyomeapan,Coyomeapan,36,21
1803,Querétaro,Querétaro,14,22
1804,El Marqués,El Marqués,11,22
1805,Colón,Colón,5,22
1806,Pinal de Amoles,Pinal de Amoles,2,22
1807,Jalpan de Serra,Jalpan de Serra,9,22
1808,Landa de Matamoros,Landa de Matamoros,10,22
1809,Arroyo Seco,Arroyo Seco,3,22
1810,Peñamiller,Peñamiller,13,22
1811,Cadereyta de Montes,Cadereyta de Montes,4,22
1812,San Joaquín,San Joaquín,15,22
1813,Tolimán,Tolimán,18,22
1814,Ezequiel Montes,Ezequiel Montes,7,22
1815,Pedro Escobedo,Pedro Escobedo,12,22
1816,Tequisquiapan,Tequisquiapan,17,22
1817,San Juan del Río,San Juan del Río,16,22
1818,Amealco de Bonfil,Amealco de Bonfil,1,22
1819,Corregidora,Corregidora,6,22
1820,Huimilpan,Huimilpan,8,22
1821,Othón P. Blanco,Othón P. Blanco,4,23
1822,Felipe Carrillo Puerto,Felipe Carrillo Puerto,2,23
1823,Lázaro Cárdenas,Lázaro Cárdenas,7,23
1824,Isla Mujeres,Isla Mujeres,3,23
1825,Benito Juárez,Benito Juárez,5,23
1826,Puerto Morelos,Puerto Morelos,11,23
1827,Cozumel,Cozumel,1,23
1828,Solidaridad,Solidaridad,8,23
1829,Tulum,Tulum,9,23
1830,José María Morelos,José María Morelos,6,23
1831,Bacalar,Bacalar,10,23
1832,San Luis Potosí,San Luis Potosí,28,24
1833,Soledad de Graciano Sánchez,Soledad de Graciano Sánchez,35,24
1834,Cerro de San Pedro,Cerro de San Pedro,9,24
1835,Ahualulco del Sonido 13,Ahualulco del Sonido 13,1,24
1836,Mexquitic de Carmona,Mexquitic de Carmona,21,24
1837,Villa de Arriaga,Villa de Arriaga,46,24
1838,Vanegas,Vanegas,44,24
1839,Cedral,Cedral,7,24
1840,Catorce,Catorce,6,24
1841,Charcas,Charcas,15,24
1842,Salinas,Salinas,25,24
1843,Santo Domingo,Santo Domingo,33,24
1844,Villa de Ramos,Villa de Ramos,49,24
1845,Matehuala,Matehuala,20,24
1846,Villa de la Paz,Villa de la Paz,48,24
1847,Villa de Guadalupe,Villa de Guadalupe,47,24
1848,Guadalcázar,Guadalcázar,17,24
1849,Moctezuma,Moctezuma,22,24
1850,Venado,Venado,45,24
1851,Villa de Arista,Villa de Arista,56,24
1852,Villa Hidalgo,Villa Hidalgo,51,24
1853,Armadillo de los Infante,Armadillo de los Infante,4,24
1854,Ciudad Valles,Ciudad Valles,13,24
1855,Ebano,Ebano,16,24
1856,Tamuín,Tamuín,40,24
1857,El Naranjo,El Naranjo,58,24
1858,Ciudad del Maíz,Ciudad del Maíz,10,24
1859,Alaquines,Alaquines,2,24
1860,Cárdenas,Cárdenas,5,24
1861,Cerritos,Cerritos,8,24
1862,Villa Juárez,Villa Juárez,52,24
1863,San Nicolás Tolentino,San Nicolás Tolentino,30,24
1864,Villa de Reyes,Villa de Reyes,50,24
1865,Zaragoza,Zaragoza,55,24
1866,Santa María del Río,Santa María del Río,32,24
1867,Tierra Nueva,Tierra Nueva,43,24
1868,Rioverde,Rioverde,24,24
1869,Ciudad Fernández,Ciudad Fernández,11,24
1870,San Ciro de Acosta,San Ciro de Acosta,27,24
1871,Tamasopo,Tamasopo,36,24
1872,Rayón,Rayón,23,24
1873,Aquismón,Aquismón,3,24
1874,Lagunillas,Lagunillas,19,24
1875,Santa Catarina,Santa Catarina,31,24
1876,Tancanhuitz,Tancanhuitz,12,24
1877,Tanlajás,Tanlajás,41,24
1878,San Vicente Tancuayalab,San Vicente Tancuayalab,34,24
1879,San Antonio,San Antonio,26,24
1880,Tanquián de Escobedo,Tanquián de Escobedo,42,24
1881,Tampamolón Corona,Tampamolón Corona,39,24
1882,Coxcatlán,Coxcatlán,14,24
1883,Huehuetlán,Huehuetlán,18,24
1884,Xilitla,Xilitla,54,24
1885,Axtla de Terrazas,Axtla de Terrazas,53,24
1886,Tampacán,Tampacán,38,24
1887,San Martín Chalchicuautla,San Martín Chalchicuautla,29,24
1888,Tamazunchale,Tamazunchale,37,24
1889,Matlapa,Matlapa,57,24
1890,Culiacán,Culiacán,6,25
1891,Navolato,Navolato,18,25
1892,Eldorado,Eldorado,19,25
1893,Badiraguato,Badiraguato,3,25
1894,Cosalá,Cosalá,5,25
1895,Mocorito,Mocorito,13,25
1896,Guasave,Guasave,11,25
1897,Juan José Ríos,Juan José Ríos,20,25
1898,Ahome,Ahome,1,25
1899,Salvador Alvarado,Salvador Alvarado,15,25
1900,Angostura,Angostura,2,25
1901,Choix,Choix,7,25
1902,El Fuerte,El Fuerte,10,25
1903,Sinaloa,Sinaloa,17,25
1904,Mazatlán,Mazatlán,12,25
1905,Escuinapa,Escuinapa,9,25
1906,Concordia,Concordia,4,25
1907,Elota,Elota,8,25
1908,Rosario,Rosario,14,25
1909,San Ignacio,San Ignacio,16,25
1910,Hermosillo,Hermosillo,30,26
1911,San Miguel de Horcasitas,San Miguel de Horcasitas,56,26
1912,Carbó,Carbó,20,26
1913,San Luis Río Colorado,San Luis Río Colorado,55,26
1914,Puerto Peñasco,Puerto Peñasco,48,26
1915,General Plutarco Elías Calles,General Plutarco Elías Calles,70,26
1916,Caborca,Caborca,17,26
1917,Altar,Altar,4,26
1918,Tubutama,Tubutama,65,26
1919,Atil,Atil,7,26
1920,Oquitoa,Oquitoa,46,26
1921,Sáric,Sáric,60,26
1922,Benjamín Hill,Benjamín Hill,16,26
1923,Trincheras,Trincheras,64,26
1924,Pitiquito,Pitiquito,47,26
1925,Nogales,Nogales,43,26
1926,Imuris,Imuris,35,26
1927,Santa Cruz,Santa Cruz,59,26
1928,Magdalena,Magdalena,36,26
1929,Naco,Naco,39,26
1930,Agua Prieta,Agua Prieta,2,26
1931,Fronteras,Fronteras,27,26
1932,Nacozari de García,Nacozari de García,41,26
1933,Bavispe,Bavispe,15,26
1934,Bacerac,Bacerac,10,26
1935,Huachinera,Huachinera,31,26
1936,Nácori Chico,Nácori Chico,40,26
1937,Granados,Granados,28,26
1938,Bacadéhuachi,Bacadéhuachi,8,26
1939,Cumpas,Cumpas,23,26
1940,Huásabas,Huásabas,32,26
1941,Moctezuma,Moctezuma,38,26
1942,Villa Hidalgo,Villa Hidalgo,67,26
1943,Santa Ana,Santa Ana,58,26
1944,Cananea,Cananea,19,26
1945,Arizpe,Arizpe,6,26
1946,Cucurpe,Cucurpe,22,26
1947,Bacoachi,Bacoachi,11,26
1948,San Pedro de la Cueva,San Pedro de la Cueva,57,26
1949,Divisaderos,Divisaderos,24,26
1950,Tepache,Tepache,63,26
1951,Villa Pesqueira,Villa Pesqueira,68,26
1952,Opodepe,Opodepe,45,26
1953,Huépac,Huépac,34,26
1954,Banámichi,Banámichi,13,26
1955,Ures,Ures,66,26
1956,Aconchi,Aconchi,1,26
1957,Baviácora,Baviácora,14,26
1958,San Felipe de Jesús,San Felipe de Jesús,53,26
1959,Rayón,Rayón,50,26
1960,Cajeme,Cajeme,18,26
1961,Navojoa,Navojoa,42,26
1962,Huatabampo,Huatabampo,33,26
1963,Bácum,Bácum,12,26
1964,Etchojoa,Etchojoa,26,26
1965,Benito Juárez,Benito Juárez,71,26
1966,Empalme,Empalme,25,26
1967,Guaymas,Guaymas,29,26
1968,San Ignacio Río Muerto,San Ignacio Río Muerto,72,26
1969,La Colorada,La Colorada,21,26
1970,Mazatán,Mazatán,37,26
1971,Suaqui Grande,Suaqui Grande,62,26
1972,Sahuaripa,Sahuaripa,52,26
1973,San Javier,San Javier,54,26
1974,Soyopa,Soyopa,61,26
1975,Bacanora,Bacanora,9,26
1976,Arivechi,Arivechi,5,26
1977,Rosario,Rosario,51,26
1978,Quiriego,Quiriego,49,26
1979,Ónavas,Ónavas,44,26
1980,Álamos,Álamos,3,26
1981,Yécora,Yécora,69,26
1982,Centro,Centro,4,27
1983,Jalpa de Méndez,Jalpa de Méndez,10,27
1984,Nacajuca,Nacajuca,13,27
1985,Comalcalco,Comalcalco,5,27
1986,Huimanguillo,Huimanguillo,8,27
1987,Cárdenas,Cárdenas,2,27
1988,Paraíso,Paraíso,14,27
1989,Cunduacán,Cunduacán,6,27
1990,Macuspana,Macuspana,12,27
1991,Centla,Centla,3,27
1992,Jonuta,Jonuta,11,27
1993,Teapa,Teapa,16,27
1994,Jalapa,Jalapa,9,27
1995,Tacotalpa,Tacotalpa,15,27
1996,Tenosique,Tenosique,17,27
1997,Balancán,Balancán,1,27
1998,Emiliano Zapata,Emiliano Zapata,7,27
1999,Victoria,Victoria,41,28
2000,Llera,Llera,19,28
2001,Güémez,Güémez,13,28
2002,Casas,Casas,8,28
2003,Matamoros,Matamoros,22,28
2004,Valle Hermoso,Valle Hermoso,40,28
2005,San Fernando,San Fernando,35,28
2006,Cruillas,Cruillas,10,28
2007,San Nicolás,San Nicolás,36,28
2008,Soto la Marina,Soto la Marina,37,28
2009,Jiménez,Jiménez,18,28
2010,San Carlos,San Carlos,34,28
2011,Abasolo,Abasolo,1,28
2012,Padilla,Padilla,30,28
2013,Hidalgo,Hidalgo,16,28
2014,Mainero,Mainero,20,28
2015,Villagrán,Villagrán,42,28
2016,Tula,Tula,39,28
2017,Jaumave,Jaumave,17,28
2018,Miquihuana,Miquihuana,26,28
2019,Bustamante,Bustamante,6,28
2020,Palmillas,Palmillas,31,28
2021,Ocampo,Ocampo,29,28
2022,Nuevo Laredo,Nuevo Laredo,27,28
2023,Miguel Alemán,Miguel Alemán,25,28
2024,Guerrero,Guerrero,14,28
2025,Mier,Mier,24,28
2026,Gustavo Díaz Ordaz,Gustavo Díaz Ordaz,15,28
2027,Camargo,Camargo,7,28
2028,Reynosa,Reynosa,32,28
2029,Río Bravo,Río Bravo,33,28
2030,Méndez,Méndez,23,28
2031,Burgos,Burgos,5,28
2032,Tampico,Tampico,38,28
2033,Ciudad Madero,Ciudad Madero,9,28
2034,Altamira,Altamira,3,28
2035,Aldama,Aldama,2,28
2036,González,González,12,28
2037,Xicoténcatl,Xicoténcatl,43,28
2038,Gómez Farías,Gómez Farías,11,28
2039,El Mante,El Mante,21,28
2040,Antiguo Morelos,Antiguo Morelos,4,28
2041,Nuevo Morelos,Nuevo Morelos,28,28
2042,Tlaxcala,Tlaxcala,33,29
2043,Ixtacuixtla de Mariano Matamoros,Ixtacuixtla de Mariano Matamoros,15,29
2044,Santa Ana Nopalucan,Santa Ana Nopalucan,56,29
2045,Panotla,Panotla,24,29
2046,Totolac,Totolac,36,29
2047,Tepeyanco,Tepeyanco,29,29
2048,Santa Isabel Xiloxoxtla,Santa Isabel Xiloxoxtla,60,29
2049,San Juan Huactzinco,San Juan Huactzinco,53,29
2050,Calpulalpan,Calpulalpan,6,29
2051,Sanctórum de Lázaro Cárdenas,Sanctórum de Lázaro Cárdenas,20,29
2052,Benito Juárez,Benito Juárez,45,29
2053,Hueyotlipan,Hueyotlipan,14,29
2054,Tlaxco,Tlaxco,34,29
2055,Nanacamilpa de Mariano Arista,Nanacamilpa de Mariano Arista,21,29
2056,Españita,Españita,12,29
2057,Apizaco,Apizaco,5,29
2058,Atlangatepec,Atlangatepec,3,29
2059,Muñoz de Domingo Arenas,Muñoz de Domingo Arenas,11,29
2060,Tetla de la Solidaridad,Tetla de la Solidaridad,31,29
2061,Xaltocan,Xaltocan,40,29
2062,San Lucas Tecopilco,San Lucas Tecopilco,55,29
2063,Yauhquemehcan,Yauhquemehcan,43,29
2064,Xaloztoc,Xaloztoc,39,29
2065,Tocatlán,Tocatlán,35,29
2066,Tzompantepec,Tzompantepec,38,29
2067,San José Teacalco,San José Teacalco,52,29
2068,Huamantla,Huamantla,13,29
2069,Terrenate,Terrenate,30,29
2070,Lázaro Cárdenas,Lázaro Cárdenas,47,29
2071,Emiliano Zapata,Emiliano Zapata,46,29
2072,Atltzayanca,Atltzayanca,4,29
2073,Cuapiaxtla,Cuapiaxtla,8,29
2074,El Carmen Tequexquitla,El Carmen Tequexquitla,7,29
2075,Ixtenco,Ixtenco,16,29
2076,Ziltlaltépec de Trinidad Sánchez Santos,Ziltlaltépec de Trinidad Sánchez Santos,37,29
2077,Apetatitlán de Antonio Carvajal,Apetatitlán de Antonio Carvajal,2,29
2078,Amaxac de Guerrero,Amaxac de Guerrero,1,29
2079,Santa Cruz Tlaxcala,Santa Cruz Tlaxcala,26,29
2080,Cuaxomulco,Cuaxomulco,9,29
2081,Contla de Juan Cuamatzi,Contla de Juan Cuamatzi,18,29
2082,Tepetitla de Lardizábal,Tepetitla de Lardizábal,19,29
2083,Natívitas,Natívitas,23,29
2084,Santa Apolonia Teacalco,Santa Apolonia Teacalco,57,29
2085,Tetlatlahuca,Tetlatlahuca,32,29
2086,San Damián Texóloc,San Damián Texóloc,49,29
2087,San Jerónimo Zacualpan,San Jerónimo Zacualpan,51,29
2088,Zacatelco,Zacatelco,44,29
2089,San Lorenzo Axocomanitla,San Lorenzo Axocomanitla,54,29
2090,Santa Catarina Ayometla,Santa Catarina Ayometla,58,29
2091,Xicohtzinco,Xicohtzinco,42,29
2092,Papalotla de Xicohténcatl,Papalotla de Xicohténcatl,41,29
2093,Chiautempan,Chiautempan,10,29
2094,La Magdalena Tlaltelulco,La Magdalena Tlaltelulco,48,29
2095,San Francisco Tetlanohcan,San Francisco Tetlanohcan,50,29
2096,Teolocholco,Teolocholco,28,29
2097,Acuamanala de Miguel Hidalgo,Acuamanala de Miguel Hidalgo,22,29
2098,Santa Cruz Quilehtla,Santa Cruz Quilehtla,59,29
2099,Mazatecochco de José María Morelos,Mazatecochco de José María Morelos,17,29
2100,Tenancingo,Tenancingo,27,29
2101,San Pablo del Monte,San Pablo del Monte,25,29
2102,Xalapa,Xalapa,87,30
2103,Tlalnelhuayocan,Tlalnelhuayocan,182,30
2104,Xico,Xico,92,30
2105,Ixhuacán de los Reyes,Ixhuacán de los Reyes,79,30
2106,Ayahualulco,Ayahualulco,25,30
2107,Perote,Perote,128,30
2108,Banderilla,Banderilla,26,30
2109,Rafael Lucio,Rafael Lucio,136,30
2110,Acajete,Acajete,1,30
2111,Las Vigas de Ramírez,Las Vigas de Ramírez,132,30
2112,Villa Aldama,Villa Aldama,194,30
2113,Tlacolulan,Tlacolulan,177,30
2114,Tonayán,Tonayán,187,30
2115,Coacoatzintla,Coacoatzintla,36,30
2116,Jilotepec,Jilotepec,93,30
2117,Naolinco,Naolinco,112,30
2118,Miahuatlán,Miahuatlán,106,30
2119,Acatlán,Acatlán,2,30
2120,Tepetlán,Tepetlán,166,30
2121,Juchique de Ferrer,Juchique de Ferrer,95,30
2122,Alto Lucero de Gutiérrez Barrios,Alto Lucero de Gutiérrez Barrios,9,30
2123,Actopan,Actopan,4,30
2124,Coatepec,Coatepec,38,30
2125,Teocelo,Teocelo,164,30
2126,Cosautlán de Carvajal,Cosautlán de Carvajal,46,30
2127,Emiliano Zapata,Emiliano Zapata,65,30
2128,Apazapan,Apazapan,17,30
2129,Puente Nacional,Puente Nacional,134,30
2130,Ursulo Galván,Ursulo Galván,191,30
2131,Paso de Ovejas,Paso de Ovejas,126,30
2132,La Antigua,La Antigua,16,30
2133,Veracruz,Veracruz,193,30
2134,Pánuco,Pánuco,123,30
2135,Pueblo Viejo,Pueblo Viejo,133,30
2136,Tampico Alto,Tampico Alto,152,30
2137,Tempoal,Tempoal,161,30
2138,Ozuluama de Mascareñas,Ozuluama de Mascareñas,121,30
2139,Tantoyuca,Tantoyuca,155,30
2140,Platón Sánchez,Platón Sánchez,129,30
2141,Chiconamel,Chiconamel,56,30
2142,Chalma,Chalma,55,30
2143,Chontla,Chontla,63,30
2144,Citlaltépetl,Citlaltépetl,35,30
2145,Ixcatepec,Ixcatepec,78,30
2146,Naranjos Amatlán,Naranjos Amatlán,13,30
2147,El Higo,El Higo,205,30
2148,Chinampa de Gorostiza,Chinampa de Gorostiza,60,30
2149,Tantima,Tantima,154,30
2150,Tamalín,Tamalín,150,30
2151,Cerro Azul,Cerro Azul,34,30
2152,Tepetzintla,Tepetzintla,167,30
2153,Tancoco,Tancoco,153,30
2154,Tamiahua,Tamiahua,151,30
2155,Huayacocotla,Huayacocotla,72,30
2156,Ilamatlán,Ilamatlán,76,30
2157,Zontecomatlán de López y Fuentes,Zontecomatlán de López y Fuentes,202,30
2158,Texcatepec,Texcatepec,170,30
2159,Zacualpan,Zacualpan,198,30
2160,Benito Juárez,Benito Juárez,27,30
2161,Tlachichilco,Tlachichilco,180,30
2162,Ixhuatlán de Madero,Ixhuatlán de Madero,83,30
2163,Chicontepec,Chicontepec,58,30
2164,Álamo Temapache,Álamo Temapache,160,30
2165,Tuxpan,Tuxpan,189,30
2166,Tihuatlán,Tihuatlán,175,30
2167,Castillo de Teayo,Castillo de Teayo,157,30
2168,Cazones de Herrera,Cazones de Herrera,33,30
2169,Zozocolco de Hidalgo,Zozocolco de Hidalgo,203,30
2170,Chumatlán,Chumatlán,64,30
2171,Coxquihui,Coxquihui,50,30
2172,Mecatlán,Mecatlán,103,30
2173,Filomeno Mata,Filomeno Mata,67,30
2174,Coahuitlán,Coahuitlán,37,30
2175,Coyutla,Coyutla,51,30
2176,Coatzintla,Coatzintla,40,30
2177,Espinal,Espinal,66,30
2178,Poza Rica de Hidalgo,Poza Rica de Hidalgo,131,30
2179,Papantla,Papantla,124,30
2180,Gutiérrez Zamora,Gutiérrez Zamora,69,30
2181,Tecolutla,Tecolutla,158,30
2182,Martínez de la Torre,Martínez de la Torre,102,30
2183,San Rafael,San Rafael,211,30
2184,Tlapacoyan,Tlapacoyan,183,30
2185,Jalacingo,Jalacingo,86,30
2186,Atzalan,Atzalan,23,30
2187,Altotonga,Altotonga,10,30
2188,Las Minas,Las Minas,107,30
2189,Tatatila,Tatatila,156,30
2190,Tenochtitlán,Tenochtitlán,163,30
2191,Nautla,Nautla,114,30
2192,Misantla,Misantla,109,30
2193,Landero y Coss,Landero y Coss,96,30
2194,Chiconquiaco,Chiconquiaco,57,30
2195,Yecuatla,Yecuatla,197,30
2196,Colipa,Colipa,42,30
2197,Vega de Alatorre,Vega de Alatorre,192,30
2198,Jalcomulco,Jalcomulco,88,30
2199,Tlaltetela,Tlaltetela,24,30
2200,Tenampa,Tenampa,162,30
2201,Totutla,Totutla,188,30
2202,Sochiapa,Sochiapa,146,30
2203,Tlacotepec de Mejía,Tlacotepec de Mejía,179,30
2204,Huatusco,Huatusco,71,30
2205,Calcahualco,Calcahualco,29,30
2206,Alpatláhuac,Alpatláhuac,8,30
2207,Coscomatepec,Coscomatepec,47,30
2208,La Perla,La Perla,127,30
2209,Chocamán,Chocamán,62,30
2210,Tomatlán,Tomatlán,186,30
2211,Ixhuatlán del Café,Ixhuatlán del Café,80,30
2212,Tepatlaxco,Tepatlaxco,165,30
2213,Comapa,Comapa,43,30
2214,Zentla,Zentla,200,30
2215,Camarón de Tejeda,Camarón de Tejeda,7,30
2216,Soledad de Doblado,Soledad de Doblado,148,30
2217,Manlio Fabio Altamirano,Manlio Fabio Altamirano,100,30
2218,Jamapa,Jamapa,90,30
2219,Medellín de Bravo,Medellín de Bravo,105,30
2220,Boca del Río,Boca del Río,28,30
2221,Orizaba,Orizaba,118,30
2222,Rafael Delgado,Rafael Delgado,135,30
2223,Mariano Escobedo,Mariano Escobedo,101,30
2224,Ixhuatlancillo,Ixhuatlancillo,81,30
2225,Atzacan,Atzacan,22,30
2226,Ixtaczoquitlán,Ixtaczoquitlán,85,30
2227,Fortín,Fortín,68,30
2228,Córdoba,Córdoba,44,30
2229,Maltrata,Maltrata,99,30
2230,Nogales,Nogales,115,30
2231,Río Blanco,Río Blanco,138,30
2232,Camerino Z. Mendoza,Camerino Z. Mendoza,30,30
2233,Aquila,Aquila,18,30
2234,Acultzingo,Acultzingo,6,30
2235,Soledad Atzompa,Soledad Atzompa,147,30
2236,Huiloapan de Cuauhtémoc,Huiloapan de Cuauhtémoc,74,30
2237,Tlaquilpa,Tlaquilpa,184,30
2238,Astacinga,Astacinga,19,30
2239,Xoxocotla,Xoxocotla,195,30
2240,Atlahuilco,Atlahuilco,20,30
2241,Tequila,Tequila,168,30
2242,San Andrés Tenejapan,San Andrés Tenejapan,140,30
2243,Tlilapan,Tlilapan,185,30
2244,Magdalena,Magdalena,98,30
2245,Naranjal,Naranjal,113,30
2246,Coetzala,Coetzala,41,30
2247,Omealca,Omealca,117,30
2248,Cuitláhuac,Cuitláhuac,53,30
2249,Cuichapa,Cuichapa,52,30
2250,Yanga,Yanga,196,30
2251,Amatlán de los Reyes,Amatlán de los Reyes,14,30
2252,Atoyac,Atoyac,21,30
2253,Paso del Macho,Paso del Macho,125,30
2254,Carrillo Puerto,Carrillo Puerto,31,30
